town,avg_an_wage2001,avg_an_wage2002,avg_an_wage2003,avg_an_wage2004,avg_an_wage2005,avg_an_wage2006,avg_an_wage2007,avg_an_wage2008,avg_an_wage2009,avg_an_wage2010,unemp_rate2003,unemp_rate2004,unemp_rate2005,unemp_rate2006,unemp_rate2007,unemp_rate2008,unemp_rate2009,unemp_rate2010,unemp_rate2011,unemp_rate2012,mun_tax_rate2011,med_val_owner_occ2000,med_val_owner_occ20052009,med_val_owner_occ20072011,med_month_own_cost_percent_hh_income1999,med_month_own_cost_percent_hh_income20052009,med_month_own_cost_percent_hh_income20072011,owner_occ_homes20052009,owner_occ_homes20072011,med_gross_rent2000,med_gross_rent20052009,med_gross_rent20072011,med_gross_rent_perc_inc1999,med_gross_rent_perc_inc20052009,med_gross_rent_perc_inc20072011,avg_commute_2000,total_crime_per_1000,perc_pop_consid_pov2000,perc_und_18_2000,perc_over_65_2000,perc_in_diff_town_5yr_ago,percent_fem,Land_Sq_Miles,med_age2000,pop_dens2000,popn2000,perc_bach_2000,EDUCATION,INCOME,POVERTY,HOUSING,COMMUTE,CRIME,TAXES,EMPLOYMENT,,,,,,,,,,
Rutland Town,32421,33260,33815,36303,36666,37573,40160,32723,33215,34105,2,1.7,1.7,1.9,2.2,2.4,3.1,2.8,2.6,2.3,0.158,135700,202900,221400,19.7,20.5,21,1260,1364,534,714,715,25.3,27.8,28.6,16.73,115.16,6.32,22.09,18.77,31.5,52.17,19.25,45.4,209.74,4038,13.52,0.568824738,0.581183903,0.739432779,0.69823773,1,0.480291618,1,0.933184855,,,,,,,,,,
Ryegate,33345,37034,30873,32785,34436,31566,32498,33584,36430,37223,4.6,3.6,3.7,4.2,4.2,4.7,7.5,7.8,6.7,5.8,0.4717,83700,128600,143100,19.7,18.5,19.2,435,424,615,825,850,28.8,14.9,19,26.62,35.65,5.91,25.22,14.7,25.13,47.93,36.58,41.2,31.44,1150,10,0.38339567,0.714279616,0.767384783,1,0.412179759,0.927562483,0.569656515,0.153674833,,,,,,,,,,
Salisbury,17511,20515,20924,21065,20974,21777,23147,25724,25691,26243,3.8,4.5,3.7,3.6,3.9,5.2,6.9,6.2,5.5,5.2,0.2694,122200,184000,198200,22.1,17.8,21.5,342,376,613,848,875,23,28.9,44,20.76,55.96,7.52,25.6,12.39,31.01,49.19,29.15,38.7,37.39,1090,7.71,0.262761418,0.245584641,0.657622034,0.31608809,0.767094664,0.813311807,0.855140978,0.287305122,,,,,,,,,,
Sandgate,,,,,,,,,,,2.1,2.1,4.1,9.3,8.9,9.9,9.5,7.3,4.9,3.7,0.4731,113800,208300,224300,21.1,19.6,24.3,110,143,617,938,639,50,21.1,18.9,29.77,53.82,13.88,21.53,17.28,46.18,46.99,42.15,46.1,8.37,353,17,0.752146658,0,0.224025089,0.70420633,0.221397856,0.825350037,0.567680844,0.621380846,,,,,,,,,,
Searsburg,,,,,,,,,33899,35194,38,37.2,29,7.3,7.4,5.7,5.9,7.5,5,6.7,0.6158,86700,118300,157500,23.3,20.8,30.6,67,55,625,,,17.5,,,14.38,125,20.83,27.08,9.38,64.58,40,21.53,41.8,4.46,96,0,0,0.627669224,0,0.724270734,1,0.424938262,0.36630352,0,,,,,,,,,,
Shaftsbury,30377,30376,30039,33604,31873,32441,34570,35122,33953,35739,2.4,2,2.3,2.4,2.9,3.3,4.9,5,4.8,3.9,0.3235,117300,193400,220200,20.4,21,21.3,1312,1265,550,765,801,24,26,24.8,21.45,35.84,6.66,25.78,13.11,23.92,51.15,43.1,40.4,87.41,3767,12.26,0.50244956,0.650933228,0.716253068,0.765042405,0.725304343,0.926493669,0.778795405,0.576837416,,,,,,,,,,
Sharon,23565,25361,25916,26822,27653,27473,30286,30949,30821,31776,2.7,2.3,2,1.9,2.6,2.7,4.9,4.6,3.5,2.8,0.8248,103600,201700,218400,20.2,23.2,24.6,455,481,631,943,1066,29.3,50,,25.81,75.12,7.3,27.78,7.94,37.21,49.54,39.62,37.5,35.62,1411,10.7,0.420270769,0.481767637,0.672620671,1,0.461237963,0.705530273,0.07136406,0.821826281,,,,,,,,,,
Sheffield,15266,18355,18770,19238,21137,21007,23679,24585,24406,30643,5.5,6,5.3,6.8,6.5,6.8,10.1,7.8,7.6,9,0.7095,78600,108700,135900,21.7,27.3,26.1,197,183,531,611,546,28.1,35.9,24.5,25.67,59.15,21.46,27.79,10.04,30.95,48.34,32.62,35.9,22.29,727,5.36,0.138966444,0.433404121,0,0.460166083,0.469717158,0.795366969,0.23407468,0,,,,,,,,,,
Shelburne,26659,27358,27976,29223,30287,30777,31989,33268,33311,33576,2.9,2.4,2.4,2.4,2.6,2.9,4.7,4.2,3.8,3.5,0.3203,179700,328900,345100,18.2,20,22.1,2299,2166,1077,1701,1136,29.4,45.5,26.3,20.09,64.66,4.9,27.65,15.38,35.57,52.14,24.31,40.9,285.65,6944,22.91,1,0.558602879,0.83624216,0.679034408,0.807673672,0.76437134,0.783311225,0.665924276,,,,,,,,,,
Sheldon,31752,32703,35656,36903,35809,38880,41634,44736,45424,42370,4.6,4,3.8,4.3,4.3,4.2,6.2,5.1,5.1,4.4,0.2963,97200,179300,179600,20.5,26,23.8,647,631,546,806,887,24.2,32.7,18.6,26.46,85.93,10.15,31.01,7.64,29.1,47.74,38.66,34.3,51.48,1990,4.12,0.07364484,0.933985721,0.478320153,0.743485851,0.421870268,0.644720336,0.817179871,0.465478842,,,,,,,,,,
Shoreham,22874,23752,24424,26213,24982,27409,28001,27451,29329,29641,4.7,3.3,2.9,2.9,3.8,3.8,6.2,4.8,4.6,4.9,0.4605,112300,207100,238900,22.2,22.7,22.2,356,380,538,782,850,19.5,31.8,,25.03,35.19,7.45,27.5,12.44,37.48,47.56,43.5,38.2,28.09,1222,9,0.330716957,0.390632503,0.662394328,1,0.508479196,0.93015014,0.585461884,0.354120267,,,,,,,,,,
Shrewsbury,22773,23149,24562,26358,27144,27161,27054,27618,27661,26948,3.4,2.5,2.1,2.7,3.7,4.9,7.4,5.9,5.6,4.6,0.4367,127500,184100,209400,18.2,21.5,22,395,359,456,786,1007,21.7,29.1,27.3,24.11,41.52,6.14,24.01,12.27,26.17,49.29,50.05,42.6,22.14,1108,14.62,0.626771322,0.275678445,0.751704391,0.662821284,0.564199624,0.894541732,0.619048291,0.420935412,,,,,,,,,,
Somerset,,,,,,,,,,,,,,0,0,0,0,,NULL,NULL,0.57,,,,,,,3,3,,,,,,,,600,0,40,0,0,20,26.15,33.5,0.19,5,0,0,0,1,1,1,0,0.430936186,0,,,,,,,,,,
South Burlington,32483,33275,34319,35570,36560,39778,39111,40620,40865,42463,3.6,2.9,3.5,4.5,4.1,4.9,5.7,5,4,3.7,0.3622,134700,243900,271500,20.4,24,23.6,5212,4982,822,1079,1123,27.8,33.7,30.3,15.1,125.61,4.15,22.95,13.89,39.2,51.4,16.64,36.2,894.01,14879,19.97,0.908602434,0.937955542,0.887373875,0.490805289,1,0.421506804,0.724182213,0.621380846,,,,,,,,,,
South Hero,20585,20158,21057,21523,21975,23348,24196,23993,24422,25242,3.9,3.1,3,3.1,3.4,4.4,5.8,4.8,5.6,4.1,0.2221,166800,323800,336600,20.3,23,24.1,558,567,703,888,1008,21.3,28.4,29.9,27.54,61.32,4.48,24.94,11.14,33.55,46.55,15.1,40.2,112.32,1696,17.16,0.760575252,0.20285571,0.86487592,0.467420409,0.35645933,0.783159979,0.921890435,0.532293987,,,,,,,,,,
Springfield,28919,29199,30311,31506,32871,34537,34728,36583,37516,38593,6.7,4.6,4.4,5.1,4.4,4.9,8.4,8.5,6.9,6.3,1.179,82300,147900,153900,19.5,23.8,23.7,2569,2770,469,697,777,24,30.9,30.4,17.91,164.46,9.69,23.31,19.04,28.81,52.75,49.32,41.6,184.08,9078,8.37,0.297529368,0.772759772,0.509680938,0.48204112,0.939706862,0.202962305,0,0.042316258,,,,,,,,,,
St. Albans City,28973,30795,32194,33619,35424,36913,37355,39847,42446,42179,3.8,3,4.1,6.1,5.9,6.8,11.2,10.2,9.3,7.6,1.0341,96900,188800,197100,19.6,24.5,24.8,1540,1561,538,736,806,24.5,32.6,33.3,18,175.95,9.58,25.56,14.03,24.93,52.77,2.03,35.2,"3,768.22",7650,9.86,0.37602065,0.925832649,0.517180256,0.34476332,0.934255951,0.138327136,0,0,,,,,,,,,,
St. Albans Town,26135,27712,28991,29788,29525,29879,30087,31266,32194,33712,2.4,2.1,2,2.1,2.1,2.3,2.7,2.4,2.2,2,0.3301,112100,215000,226700,21.3,25,22.4,1740,1745,586,961,1111,26.8,31.5,37.5,23.55,113.82,5.32,25.77,13.5,35.27,45.44,37.56,37.9,141.75,5324,10.16,0.391824264,0.564408209,0.807608399,0.405239629,0.598116407,0.487829575,0.769481527,1,,,,,,,,,,
St. George,27248,24842,19763,22579,22678,25285,27482,29801,30083,29328,17.6,13.6,9.1,3.5,2.7,4.3,6.9,5.9,4.9,4.6,0.2848,105800,188900,210600,18.7,27.5,32.5,230,250,714,864,950,27.5,23.2,22.7,17.03,90.26,8.88,29.94,6.73,30.8,48.36,3.59,33.8,194.46,698,11.32,0.45293157,0.377271709,0.564903191,0.085453602,0.993004664,0.620362609,0.833408597,0.420935412,,,,,,,,,,
St. Johnsbury,25232,26565,27741,28690,30528,32375,34430,35812,37114,37733,6.1,4.9,4,3.1,3.5,4.4,8.7,7.4,6.9,6.4,0.6718,81100,147100,150200,21.1,23.6,20.9,1630,1853,409,559,581,27.9,28.4,34.4,17.54,54.29,14,22.84,18.5,28.09,52.3,36.68,39.5,206.43,7571,9.3,0.346520571,0.736049601,0.215844014,0.57303278,0.962116165,0.822706127,0.287276679,0.020044543,,,,,,,,,,
Stamford,23071,21716,21932,24434,23789,23944,24353,23967,25570,26104,6.7,5.6,5.6,5.9,6.6,6.6,10.1,8.7,6.7,8.2,0.5325,115200,181400,203600,18,19.9,23,308,300,550,706,850,16.7,30.8,36.1,28.84,87.33,3.81,25.46,12.92,25.09,49.08,39.52,41.2,20.57,813,8.61,0.310172259,0.239651253,0.910553586,0.398067872,0.277723942,0.636844859,0.483855945,0,,,,,,,,,,
Stannard,,,,,,,,,,,1.7,2.5,3.3,9,9.1,6.3,4.2,4.1,1.6,1.6,0.8159,67000,91300,148400,14.4,37.5,21.1,74,65,513,696,745,50.1,31.7,30.5,38.45,108.11,20,28.11,10.81,16.22,45.83,12.51,38.3,14.79,185,9.19,0.340725913,0,0,0.648601625,0,0.519950272,0.083923683,1,,,,,,,,,,
Starksboro,24499,26514,25843,27827,27732,29153,28938,28773,30021,32086,4.2,3.5,3.6,3.4,3.6,4.2,7.3,6.2,5.5,4.8,0.4346,103400,181500,207400,20.2,21.7,22.5,671,615,600,880,1024,21.9,26.1,27.3,32.11,27.92,9.8,30.61,5.8,27.4,49.67,45.47,33.8,41.74,1898,13.96,0.592003371,0.495000374,0.50218162,0.630353752,0.079674157,0.97104637,0.622011798,0.376391982,,,,,,,,,,
Stockbridge,30127,29676,26190,29029,30531,29770,29461,32267,34996,33169,4.1,4.2,3.6,3,3.9,5.2,8.3,7,5.2,4.1,0.527,100500,189400,202800,19,25.4,24.2,213,209,575,669,720,27.5,25.8,23.1,28.69,62.31,5.34,22.7,15.58,29.38,48.74,46.12,41.3,14.61,674,14.69,0.630458832,0.541229577,0.806244887,0.615331989,0.286808794,0.777590891,0.49161751,0.532293987,,,,,,,,,,
Stowe,22465,23493,23948,25552,26641,27716,29178,31075,31091,30706,3.3,2.8,2.5,2.8,3,3,5.4,5.3,4.8,4.2,0.3565,217600,416200,415300,23.2,29.2,29.8,1178,977,714,1096,1318,26.5,30.4,34,22.31,142.89,6.75,21.06,13.53,49.39,45.85,72.68,41.4,59.7,4339,27.26,1,0.436093355,0.710117262,0.004193354,0.673217855,0.324300911,0.732226017,0.510022272,,,,,,,,,,
Strafford,18838,23045,23093,27934,26925,27339,30495,29058,30979,29803,2.2,2.2,2,1.9,2.4,2.5,3.9,4.2,3.4,2.9,0.4888,152200,243000,272300,20.4,22.2,22.4,403,426,544,1033,962,16.5,25.7,35,28.29,21.05,7.94,27.27,11.96,26.89,48.02,44.22,40.6,23.63,1045,16.56,0.728968024,0.397547675,0.628988274,0.462006205,0.311035068,1,0.545525105,0.799554566,,,,,,,,,,
Stratton,22823,22992,,26244,27170,28077,30167,,,,8.8,8,10.5,11.1,7.1,6.4,10.1,10.7,5.9,3.8,0.1909,125000,265900,264300,16.4,25.2,27.5,59,60,675,498,1375,37.5,14.6,30,14.78,316.18,5.15,21.32,17.65,25.74,39.29,46.39,42.5,2.93,136,25.74,1,0,0.819198255,0.244370525,1,0,0.965919675,0.599109131,,,,,,,,,,
Sudbury,25292,27815,27655,28780,21411,25208,28231,28716,21527,28632,2.5,2.4,5.6,11.2,10.2,11,7.6,5.8,5,5,0.5474,119300,195000,197900,24.3,20.7,19.9,254,181,556,1000,700,26.5,35.5,35,37.7,34.31,7.89,22.81,12.52,28.13,49.5,21.5,42,27.12,583,14.75,0.633619554,0.347562082,0.632397055,0.624343867,0,0.93510044,0.462829161,0.331848552,,,,,,,,,,
Sunderland,30422,31988,34948,34515,38348,38579,38792,36666,36582,35876,2.4,2.1,2.1,2.7,3.3,3.2,4.2,3.3,3.6,3.8,0.2136,113600,228200,253500,21.4,23.5,25.1,352,355,675,992,726,25,14.7,14.9,17.88,56.47,9.65,23.41,18.24,27.29,50.4,45.4,41.8,18.72,850,13.18,0.550913976,0.656781244,0.512407963,0.743084799,0.941523833,0.810442883,0.93388558,0.599109131,,,,,,,,,,
Sutton,22126,25540,27012,28582,25537,30389,33191,34773,32747,34882,3.6,3,3.3,3.5,3.5,4.4,7.3,7.7,6.6,6.3,0.4332,80200,112500,122800,21.1,23.4,25.4,276,349,594,636,646,31.9,25.5,34,24.39,42.96,12.99,29.77,11.59,23.38,47.87,38.26,36.9,26.16,1001,6.29,0.187957646,0.614351116,0.284701391,0.28990764,0.547241233,0.886441241,0.623987469,0.042316258,,,,,,,,,,
Swanton,26195,27038,28426,30152,30760,31852,33229,35152,36175,36770,5.8,4.8,4.6,4.9,4.9,5.5,8.4,7.1,6.8,5.8,0.2448,99500,193400,198800,19.9,23.5,22.7,1813,1868,511,810,836,23.3,29.2,28.8,24.54,56.26,9.19,27.66,12.49,31.03,49.85,48.41,36.5,128.14,6203,5.67,0.155296845,0.694942747,0.543768748,0.583306793,0.538156381,0.811624205,0.88985634,0.153674833,,,,,,,,,,
Thetford,26604,27105,28936,30404,30984,33461,33907,33930,33419,35054,2.1,1.9,1.7,1.6,1.9,2.2,3.6,3.2,3.3,3.1,0.5136,139600,255900,243300,20,21.9,21.7,886,858,604,930,952,25.3,36.8,36.8,24,50.06,5.73,26.9,10.32,32.37,48.73,43.56,38.9,60.08,2617,16.55,0.728441237,0.62169315,0.779656395,0.466588815,0.57086185,0.846501319,0.510527504,0.755011136,,,,,,,,,,
Tinmouth,15699,14582,17348,14991,16273,17364,16966,18097,18339,20877,7.6,6.2,3.6,2.4,2.3,3.2,5.9,4.2,4.8,3.9,0.4884,99700,192700,214700,25,21.2,22.5,194,231,635,,830,30.4,36,36.5,28.36,31.75,10.76,22.05,13.05,25.75,48.74,28.28,40.1,20.05,567,10.23,0.395511774,0.016530249,0.436733024,0.421452753,0.30679547,0.949501314,0.546089583,0.576837416,,,,,,,,,,
Topsham,20125,19709,20936,24414,26413,27731,31281,31240,29426,30632,4.9,3.8,4.2,4.7,5.7,6.2,8.7,7.5,8.3,6.6,0.6094,79700,119100,143800,17.9,20.5,25,421,458,588,670,1438,25,41.4,34.3,31.37,49.04,12.61,27.58,10.16,30.82,49.74,48.93,36.5,23.34,1142,7.18,0.2348417,0.432934573,0.310608127,0.309069677,0.124492762,0.852239167,0.375335158,0,,,,,,,,,,
Townshend,29955,32423,34813,39325,37082,34488,35636,37502,41419,39228,4.8,4.5,4.8,4.7,4.4,4.7,7,6.5,7.2,6,0.5263,120400,208600,225800,22.1,25.9,23.5,401,460,569,540,710,28.1,40.8,33.8,23.72,43.52,8.53,23.76,16.45,36.29,53.44,42.72,41.9,26.9,1149,10.53,0.411315387,0.799865538,0.588764658,0.417825589,0.587820241,0.88329105,0.492605346,0.109131403,,,,,,,,,,
Troy,22400,23634,24601,25613,26943,27436,28920,30542,29069,28612,5,3.7,5,6.3,6.5,6.9,10.3,10.5,9,7.1,0.4286,75900,135500,129500,20.6,23.3,25,541,498,467,717,667,25.3,28.2,31.7,26.1,44.12,10.93,25.83,12.66,32.86,47.5,36.05,37,43.38,1564,3.32,0.03150187,0.346708357,0.425143169,0.368106916,0.443673914,0.879915845,0.630478959,0,,,,,,,,,,
Tunbridge,17860,23217,23305,25141,25361,30753,28807,27887,26423,27147,3.1,2.4,2.5,2.4,2.4,3.1,4.6,4.8,4.8,4.1,0.455,112100,207400,187500,13.3,22.4,22.4,416,438,509,1036,860,30.3,37.3,37,26.88,33.61,12.07,25.36,13.22,26.81,49.29,44.73,38.2,29.26,1309,12.53,0.516672813,0.284173007,0.347422962,0.416592944,0.396432681,0.939038179,0.593223448,0.532293987,,,,,,,,,,
Underhill,35793,38161,39795,40793,46656,56342,36546,35063,35076,37127,3.8,3.4,2.6,2.7,3.1,3.8,6.2,5.2,3.7,3.3,0.4536,157000,276200,292300,19.4,22.1,21.6,1039,1032,720,1026,920,19.8,29.9,30.8,30.51,30.87,5.17,28.99,5.67,28.39,49.1,51.35,37.8,58.03,2980,21.11,0.968656166,0.710181737,0.817834742,0.609322104,0.17657925,0.954451614,0.595199119,0.710467706,,,,,,,,,,
Vergennes,34436,35583,36645,39546,39529,41690,42740,44493,44389,46116,3.7,3.2,3.2,3.5,4.4,5.3,10.1,9.7,7.9,7.7,0.6032,95600,182900,182800,21.2,25.7,23.8,535,579,555,695,736,27,31,30,22.14,92.67,16.64,28.38,11.35,37.47,49.05,2.4,32.6,"1,141.11",2741,10.47,0.408154665,1,0.035860376,0.484630265,0.683514021,0.606805538,0.384084559,0,,,,,,,,,,
Vernon,58280,61684,57875,70212,68212,67477,75280,77230,76908,81919,4.1,3,3.2,3.7,4.3,4.1,5.7,5.7,6,4.4,0.446,130000,196700,204100,18.3,21.1,19.7,700,665,634,450,658,24.5,30.5,30.8,20.38,95.75,2.66,27.23,13.45,32.84,50,19.38,39,110.46,2141,8.08,0.282252542,1,0.988955549,0.732698727,0.790109624,0.589479487,0.605924191,0.465478842,,,,,,,,,,
Vershire,21691,20435,20244,21712,21757,24217,28755,29439,27675,28651,2.9,2.7,2.4,2.6,3.1,3.4,5.8,5.5,5.3,4,0.8106,76400,173700,172800,19.8,22.9,26.1,186,213,575,692,725,26.5,18.1,22.5,30.64,77.9,13.04,26.55,10.49,33.7,49.69,36.5,38.4,17.23,629,8.74,0.317020492,0.34837312,0.28129261,0.505579343,0.168705711,0.689891825,0.091403009,0.554565702,,,,,,,,,,
Victory,,,,15083,,,,,,,11.8,3.2,4.8,6.3,4.8,4.8,8.1,5,2.7,2.8,0.1812,59300,62500,99200,16.7,23.1,20.3,43,59,425,,,27.5,,,36.86,113.4,14.43,17.53,18.56,37.11,45.92,42.97,46.5,2.26,97,11.34,0.453985145,0,0.186528497,1,0,0.490192218,0.979608253,0.821826281,,,,,,,,,,
Waitsfield,27215,27890,28555,28990,30816,31003,32283,32844,33988,34659,4.6,3.6,3.3,4.2,4,4.4,8.1,7.3,6.2,5.7,0.294,157800,350600,365500,22.2,24.8,26.7,565,578,570,653,615,27.2,26.1,24.6,21.21,75.35,5.85,21.28,12.18,33.57,50.12,26.91,40.3,61.66,1659,23.45,1,0.604832083,0.77147532,0.418934381,0.739840107,0.704236444,0.820425616,0.175946548,,,,,,,,,,
Walden,22460,22841,24621,26922,28813,33016,30322,23954,26510,28719,4.1,3.4,2.3,1.6,1.8,2.1,2.4,2.1,2,1.9,0.5677,88800,142400,159400,20.9,25.9,27,292,309,538,917,625,21.3,23.1,27.1,28.59,80.56,7.93,28.52,9.85,30.56,50.91,38.73,36.4,20.19,782,10.36,0.402360006,0.351275785,0.62967003,0.342687285,0.292865362,0.674928418,0.434181931,1,,,,,,,,,,
Wallingford,22395,22057,24989,24872,25623,26898,29667,29528,29403,30335,2.9,2.4,2.3,3.3,3.6,4.6,7.5,6.1,5.9,5.4,0.2127,104900,194600,203600,20.8,23.7,25.1,729,844,517,685,712,24.6,26.1,21.4,23.79,45.73,5.89,23.35,13.68,21.2,50.52,43.24,41.6,52.59,2274,10.69,0.419743981,0.420256758,0.768748296,0.595491702,0.583580643,0.870859046,0.935155655,0.242761693,,,,,,,,,,
Waltham,20348,21706,23226,23581,23304,26029,26612,27666,27394,25869,1.4,1.4,2.3,2,2,2,2.1,1.7,2,1.8,0.38,133500,238300,257500,19.4,20.1,22.4,177,193,617,779,1075,28.3,19.4,31.5,23.05,18.79,4.18,28.81,9.6,28.6,48.04,8.72,39.1,54.92,479,16.91,0.747405573,0.229619986,0.885328606,0.541479411,0.628399249,1,0.699062967,1,,,,,,,,,,
Wardsboro,18966,21579,20143,25784,29838,33550,35760,36070,35364,31836,4.1,4.2,4.3,4.7,5.7,6,8.3,6.6,5.5,5.2,0.4138,103000,218300,205400,24.2,19.6,30.3,296,257,658,756,665,25.4,23.6,29.3,27.25,43.33,7.49,23.65,11.24,37.59,46.68,29.28,40.7,29.17,854,14.29,0.609387347,0.484328812,0.659667303,0.078446984,0.374023378,0.884359864,0.651364624,0.287305122,,,,,,,,,,
Warner's Grant,,,,,,,,,,,,,,0,0,0,0,,NULL,NULL,0.05,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,3.15,0,0,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,
Warren,18846,17672,19559,20157,20174,20321,22088,22718,23763,22043,3,2.8,2.5,2.7,2.8,3,5.1,4.7,4,3.7,0.2647,151300,230800,275700,22.5,22.9,22,548,523,624,1021,640,26.2,31.8,29.2,22,76.74,7.97,22.9,9.58,39.68,48.03,40.06,39.6,41.96,1681,22.84,1,0.066302411,0.626943005,0.619678686,0.691993217,0.69641722,0.861773588,0.621380846,,,,,,,,,,
Warrne's Gore,,,,,,,,,,,,,,0,0,0,0,,NULL,NULL,0.0826,,,179200,,,10.8,0,5,,,,,,,,200,0,20,20,0,40,10.94,46.5,0.91,10,0,0,0,1,1,1,0.003037684,1,0,,,,,,,,,,
Washington,22672,23395,22214,23952,24796,24987,25745,25943,28121,30817,5.4,4.7,4.6,3.7,4.6,4.6,7.3,6.5,5.8,6.1,0.4947,89700,168200,172600,17.7,21.5,20.3,350,365,467,583,697,25,15,30.6,29.62,57.31,6.11,25.6,9.36,23.97,47.27,38.86,38.7,26.94,1047,7.64,0.259073908,0.440831528,0.753749659,0.698279014,0.230482708,0.805717597,0.537199063,0.086859688,,,,,,,,,,
Waterbury,33634,33579,35389,37076,39140,39800,41894,43805,45480,44707,4.3,3.7,3.3,3.1,3.3,4.1,6.6,5.9,4.8,4.6,0.32,130700,260200,272800,18.6,25.1,24.7,1432,1481,580,926,918,22.9,26.4,26.3,25.23,37.23,6.06,25.09,10.34,31.41,48.46,48.23,37.7,101.91,4915,18.31,0.821155771,1,0.75715844,0.510203239,0.496366059,0.918674445,0.783734583,0.420935412,,,,,,,,,,
Waterford,22166,23051,23791,24938,27271,29805,29585,31593,28360,27810,1.9,1.8,4,10,8.1,8.4,5.8,5.6,4.1,4.2,0.3316,111100,211900,223100,16.1,21.4,21.4,431,466,631,865,857,15.9,18.9,20,22.9,73.37,4.26,24.64,13.95,26.99,45.8,38.15,42.5,28.94,1104,11.96,0.486645946,0.312473988,0.879874557,0.867540724,0.637484102,0.71537462,0.767364737,0.510022272,,,,,,,,,,
Waterville,22978,27081,25999,26946,29155,30244,29175,62672,29021,29333,5.1,4.5,5.4,5,4.9,6.1,9.1,7.4,6.4,5.7,0.4389,98900,161500,164400,23.8,19.9,24.6,224,244,513,825,940,33.1,25,25.9,32.23,38.74,10.76,27.98,10.19,25.25,46.32,16.4,36.4,42.51,697,11.76,0.476110204,0.37748514,0.436733024,0.525779398,0.072406275,0.91018018,0.615943665,0.175946548,,,,,,,,,,
Weathersfield,25859,25992,28642,27767,28590,30062,31301,31087,31617,32064,4,3.1,3,3.2,3.2,3.4,6.4,6.1,5.3,5,0.6167,94300,171200,185300,20.6,21.3,22.8,1111,1065,576,595,1180,23.3,19.7,27.9,23.44,68.87,6.42,20.55,16.32,31.92,49.51,43.78,43.5,63.69,2788,10.58,0.413949323,0.494061276,0.732615217,0.597249254,0.604778632,0.740688654,0.365033445,0.331848552,,,,,,,,,,
Wells,19478,18061,20283,20440,21049,22754,21313,22775,23351,22467,4.3,5.2,4.9,5,4.8,6.3,9.2,8.4,8.6,6.8,0.3067,94300,172900,172900,19.6,19,19.8,415,448,545,863,767,23.8,24.2,25,27.63,35.68,11.69,22.21,18.55,29.35,51.44,22.55,43.3,49.7,1121,7.23,0.237475636,0.084401379,0.373329697,0.857903677,0.351008419,0.927393723,0.802503457,0,,,,,,,,,,
West Fairlee,16649,16228,15351,20558,19014,,,14876,11284,13293,1.9,1.8,1.6,1.6,1.8,2.2,2.6,2.4,4,3.2,0.6158,95500,146300,167400,17.3,24.9,22.8,222,228,578,791,1042,23.1,26.2,29.7,29.82,50.96,10.47,27.82,8.4,39.94,48.18,22.6,35.2,32.12,726,9.37,0.350208081,0,0.456503954,0.556377319,0.218369572,0.841438512,0.36630352,0.732739421,,,,,,,,,,
West Haven,,,11842,13248,15118,16607,16506,18069,19026,16893,2.9,2.8,7.6,16.6,12.4,17.3,8.4,5.9,4.9,3.1,0.8545,108300,161300,169200,19.2,23.8,20.4,81,96,225,646,689,27.5,20.8,20,24.66,86.33,3.96,22.66,11.87,28.78,48.11,28,41.3,9.93,278,9.35,0.349154507,0,0.900327243,0.932475789,0.530888499,0.6424702,0.02945161,0.755011136,,,,,,,,,,
West Rutland,22304,24429,25144,26550,27588,28318,28873,30189,32744,33947,3.3,2.8,3.5,5.4,5.2,7.1,11.3,10.4,9.9,9.1,0.6598,88600,144300,160600,19.8,25.5,25.8,692,752,557,803,692,24,29.4,30.1,20.05,89.55,11.2,23.79,15.15,23.71,51.31,18,39,140.86,2535,8.44,0.301216878,0.574439476,0.406735751,0.352489472,0.810096299,0.624356602,0.304211002,0,,,,,,,,,,
West Windsor,21943,22985,24793,20934,22071,23100,23743,27085,28513,26252,3,2.3,2.4,2.4,2.4,3,5.8,6.5,4.8,3.7,0.25,173700,331000,344900,19.7,22.1,22.6,376,427,744,1097,1516,33.5,27.1,22.7,26.15,15,5.62,21.56,15.56,37.58,49.26,24.7,45.3,43.2,1067,22.21,1,0.245968818,0.787155713,0.728310745,0.44064563,1,0.882518134,0.621380846,,,,,,,,,,
Westfield,18751,19953,18949,22124,19611,22147,20908,20827,22265,24130,6,5,6.2,5.4,6.1,6.8,9.2,9,8.1,5.2,0.4589,88900,123300,168400,20.7,30.2,22.7,140,173,563,1114,1023,27.5,50,,25.93,21.87,9.34,21.27,16.5,34.79,48.17,40.17,43.9,12.52,503,8.75,0.317547279,0.155388605,0.533542405,1,0.453970081,1,0.587719793,0.287305122,,,,,,,,,,
Westford,20986,22969,23652,23870,25378,25995,28090,35405,28933,31137,2.9,2.7,2.6,2.8,2.4,3,4.6,3.5,3.1,3,0.4547,131800,240700,256600,21.1,23.9,24.6,721,735,622,1338,975,22.3,28.3,25.9,29.67,30.68,4.89,30.54,5.61,26.8,48.85,39.26,35.9,53.13,2086,17.55,0.781119949,0.454491127,0.836923916,0.525779398,0.227454424,0.955520428,0.593646806,0.777282851,,,,,,,,,,
